"","headline","clickbait"
"3311","People Debated Whether Mustard Or Ketchup Is The Best Condiment",1
"20862","Lyneham air base in England given all clear after bomb scare",0
"260","Kanye West And Wiz Khalifa Are Officially Drama Free",1
"13718","7 Postcards For People In Long-Term Relationships",1
"20792","UK government plans to replace House of Lords with elected chamber",0
"7164","17 Pieces Of Oreo Art More Beautiful Than The ""Mona Lisa""",1
"9780","17 Times ""Harry Potter"" Fans On Tumblr Had Important Thoughts About Dumbledore",1
"6250","Which UK Artist Should You Listen To",1
"5436","21 Dogs Who Know Exactly What You Did",1
"24088","Sergey Mikhalkov, Russian writer, dies at 97",0
"1612","Which One Of Zayn Malik's Tattoos Are You",1
"24260","Bird Flu confirmed in 1,000 UK turkeys",0
"7610","21 Secrets Infertile Women Won't Tell You",1
"21302","Advertisers Change Game Plans for Super Bowl",0
"27731","Buses Set Afire Near Arson-Hit City",0
"10931","This Guy Just Proved That Spiders Don't Crawl In Your Mouth When You Sleep",1
"10707","Here's Where You Should Be Shopping If You Love Victoria's Secret",1
"21231","Microsoft releases Windows Phone 7 to manufacturing",0
"16463","Alleged Bush-Blair Al-Jazeera bombing transcript leaked",0
"28938","Afghan provincial governor killed in mosque bomb attack",0
"23205","Brazilian environmentalists tell residents to urinate in shower to save water",0
"24490","British Court Finds 3 Not Guilty of Aiding London Bombers",0
"22297","Details of Prostitution Ring Leave Houston Speculating",0
"8798","17 Struggles That Are All Too Real For Anyone Who Grew Up With Strict Parents",1
"2666","Here's Our First Look At Eddie Redmayne In ""Fantastic Beasts And Where To Find Them""",1
"1000","No, There Won't Be A ""Game Of Thrones"" Movie Any Time Soon",1
"17793","Number of cholera cases in Zimbabwe reaches 80,000",0
"13912","31 Things To Make When Nothing Is Spicy Enough",1
"5137","Clip-On Man Buns Are Here And They Absolutely Must Be Stopped",1
"3712","This Shape Test Will Determine Your Best Quality",1
"13395","This Is What A London Pigeon Actually Does All Day",1
"24043","Sony's DRM protected CDs install Windows rootkits",0
"12971","29 Socks That Are Cool AF",1
"18676","In Area Packed With Prisons, a Split on Jihadists",0
"16744","Death toll up to six in Minneapolis bridge collapse",0
"31880","US to reduce nuclear weapons arsenal",0
"20957","Hydrogen fuel cell cars promoted in various states, but U.S. federal funding cut",0
"7377","46 Taylor Swift Lyrics For When You Need An Instagram Caption",1
"15431","13 Awkward Moments When You Have Depression And Anxiety",1
"23488","How Stanford Financial Dodged U.S. Regulators",0
"6551","13 Holiday Drinking Games To Get You Drunk This Christmas",1
"13500","If Disney Characters Looked More Accurate To The Fairy Tales",1
"26990","Washington Has a Uighur Problem, Too",0
"3413","7 Lizards Who Totally Rock ""The Rachel"" Haircut Better Than You Could",1
"715","There's A New Character Named Linkle In An Upcoming ""Zelda"" Game",1
"5568","What's Your Favorite Month Based On Your Zodiac Sign",1
"12318","15 Easy Things You Can Do That Will Help When You Feel Like Shit",1
"24949","French Minister Says Retirement Age Will Rise",0
"13047","According To ""Ghostbusters II"" The World Will End This Sunday",1
"23646","Seven dead after gunman opens fire in Netherlands shopping centre",0
"23961","Conficker computer worm infections soar",0
"21286","Department of Defense denies federal funding to schools that ban military recruiting",0
"12735","What ""Harry Potter"" Sequel Do You Actually Want To See",1
"9103","When God Closes A Door, He Opens A Window",1
"7150","Can We Guess If You're A Belieber Or Directioner",1
"3125","19 Ways To Make Everyone Who Works Retail Hate You",1
"18063","'Invitational Games for the Deaf, Taipei 2008' Day 2 features martial art events",0
"31713","Macy's flagship store in New York evacuated due to fire",0
"23456","California offers rebates for alternative fuel vehicles",0
"2937","This Is What Our Security State Looks Like In Manhattan",1
"16975","Major storms batter Europe",0
"29685","Internet Providers Try to Charge More as  Costs Fall",0
"17322","Rhode Island to Test Medicaid Spending Cap",0
"16109","Mathematics summer school in Turkey threatened by authorities",0
"24198","Paul Bernardo admits to more rapes",0
"2302","10 Perks Of Having Small Boobs",1
"26256","Tracking the Flight of Birds, With Tiny Backpacks",0
"28711","A Job and No Mortgage for All in a Spanish Town",0
"1598","22 Times Russell Brand Was Actually Really Fucking Funny",1
"22293","Former Hungarian president Ferenc Mádl dies aged 80",0
"29171","Gbagbo detained by opposition forces and taken to meet Ouattara in Ivory Coast hotel",0
"19369","Maoist guerrilla attacks kill at least 17 on first day of Indian elections",0
"6793","9 Rocket Scientist Fails That Will Make You Feel Like A Winner",1
"30440","Perez Wins Bob Hope Classic, Conquering the Wind",0
"2227","17 Cats Enjoying The Finer Things",1
"7206","This Is The Ultimate Reason Living In A City Is The Best",1
"31287","Radio host sacked threatened freedom of speech in Hong Kong",0
"24206","Potential Bidders Step Up for Satyam of India",0
"162","24 Hilarious Tweets Every Book Lover Will Appreciate",1
"5824","Taylor Swift Donated 25,000 Books To NYC Schools In Need",1
"6382","13 Eye-Opening Facts That Reveal India's Massive Obsession With Engineering",1
"16014","2008 SecuTech Expo starts in Taipei, Taiwan for grasping global security industry",0
"11323","A Message To Indian Men, From Indian Men: How To Not Be A Douchebag",1
"79","Will You Get A Free Car From Oprah Or A Free Tub Of Vaseline From Tyra",1
"26426","38 dead, over 180 injured as blasts rock Maharashtra town",0
"26586","Fighting AIDS, Peer to Peer",0
"31723","Aside from Semicon Taiwan 2007 - An attraction of ""exiderdome"" by Siemens",0
"24202","Bulusan Volcano releases some ash",0
"28557","Gas Dispute Offers European Union an Angle",0
"13362","Which Anna Kendrick Tweet Are You Based On Your Zodiac Sign",1
"18118","Concerns over China Oil subsidiary of Unocal buying into US Energy infrastructure",0
"12345","You Won't Believe What Happened To The Wednesday Addams Web Series And Its Porn Parody",1
"18355","450 sheep leap to their deaths in Turkey",0
"486","23 Times Hannah Simone Was Absolutely Flawless On Instagram",1
"28518","Stricker Leaves Opening, and Clark Slips Into Lead at Colonial",0
"26657","FDA recalls foreign meat used in aid for victims of Hurricane Katrina",0
"23141","Diet Coke advert featuring singer Duffy cleared by advertising watchdog",0
"21226","Questions and Answers With Ramon Scruggs",0
"13094","The Most Famous And Magical Treehouse In Canada You Didn't Know About",1
"23533","Last of raisers of first U.S. flag over Iwo Jima dies",0
"1346","17 Celebrity Couples Costumes That Ruled Halloween",1
"25034","Surviving Tuskegee Airmen Salute Another Trailblazer",0
"23064","U.S. immigrant worker debate taken up by Virginia township",0
"23644","Twentieth anniversary of the Tiananmen Square protests passes in China",0
"17098","Harvard Law School gives its highest honour to Pakistani judge",0
"139","Here's A Photo Of Buff John Krasinski In ""13 Hours"" And It's Hard To Handle",1
"6695","How Well Do You Actually Remember ""Halloweentown""",1
"11512","19 Unbelivably Rude Texts From Your Hangover",1
"19944","Two dead, seven others wounded in church by gunfire in Tennessee, United States",0
"27212","Australian Defence Department funds controversial development training",0
"17858","Car bomb defused in central London",0
"21128","McCartney campaign changing minds about IRA",0
"5272","Can We Guess Your Age From These ""Would You Rather"" Questions",1
"26599","Chinese activist severely beaten by ""mob""",0
"31234","England win second test of the Ashes series",0
"16059","Former Indian President R. Venkataraman dies age 98",0
"9320","10 Incredibly Cute Ways To Give A Gift Card",1
"9312","29 Of The Best Awards Show Moments Of 2015",1
"19330","Thai PM declares state of emergency over airport blockades",0
"10027","Everything Donald Trump Looked Like In 2015",1
"6374","I Was A Fundamentalist Christian Until I Discovered Feminist Writers",1
"7654","What Underrated Baby Products Should Everyone Know About",1
"4944","Kendall Jenner Posed Topless And She Looks Like A Goddess",1
"10610","This Beluga Whale Totally Stole The Show From Connecticut's Governor During A Press Conference",1
"14","Does Coffee Make You Poop",1
"14961","How Do You Stay Fit In College",1
"31929","Unreported tainted milk incident publicised in China",0
"19796","30 dead in Baghdad bomb blasts, hundreds of people injured",0
"7500","This Vine Of A Kid And Snake Sharing A Lollipop Is Mesmerizing",1
"19068","Adventurer Steve Fossett missing",0
"19163","At least fifteen dead after landslide in Indonesia",0
"2606","19 Brutally Honest Confessions From A Tesco Worker",1
"27003","Australia defeats Germany 2-1, wins men's field hockey World Cup",0
"30721","2008 Computex Preview: A decisive battle for IT industry and trade show quality",0
"4928","6 Transgender Women's Memoirs You Need To Read Now",1
"14348","21 Truths All Drama BFFs Will Understand",1
"10693","25 Marvelous Gifts That'll Make You A Better Person",1
"31543","Destroyed Kelso High School to be rebuilt",0
"28218","U.S. Adviser Holds Firm on Airstrikes in Afghanistan",0
"20719","French Council Defangs Plan to Crack Down on Internet Piracy",0
"2803","18 Truths Everyone Without A Squad Knows About",1
"4855","32 Amazing DIY Costumes That Prove Halloween Is Actually Meant For Teens",1
"28289","Wikinews visits the 2009 Reno Air Races",0
"13958","21 Hilariously Weird Phobias You Wouldn't Believe People Have",1
"7784","39 Stars We Couldn't Get Enough Of In 2015",1
"4006","How Good Are Your Table Manners",1
"31313","Californian Says Father Was Zodiac Killer (and She Played a Role, Too)",0
"4355","30 Things You Need To Know About ""Baby Daddy"" Star Chelsea Kane",1
"6821","Are You A Brave Shitter",1
"12872","Some Of The Times In 2015 When I Felt My Blackest",1
"3270","Can You Guess The Avril Lavigne Video From One Screenshot",1
"3730","Can You Identify The Kesha Music Video By A Screencap",1
"20805","BET Plans Channel for Middle-Aged Black Audience",0
"1908","These Are 15 Things Every Grown-Ass Woman Should Have",1
"3007","23 ""Parks And Rec"" Questions That Are Impossible To Answer",1
"26944","Israeli greenhouses to be preserved after Gaza pullout",0
"27230","The Power of a Nudge Toward Thrift",0
"31361","Funeral held for former Zambian President Frederick Chiluba",0
"19828","Political pundits debate Fred Thompson's younger wife",0
"12702","19 Ways To Spell Out Your Love Of Letters",1
"21062","Canadian politician calls for terrorism inquiry into pie-throwing",0
"31243","In Tough Times, a Debt Collector Sees the Pain",0
"24336","Mets Get a Lift From Two Former Marlins",0
"23234","2007 Rugby World Cup: Argentina shock France in tournament opener",0
"22606","Former Yugoslavian president Slobodan Milosevic found dead in his cell",0
"22951","New Leader Overhauls Ford Foundation",0
"13170","This Woman Is Trying To Reclaim The Saree In America, And It's Working",1
"24291","Roche Offer for Genentech Turns Hostile",0
"28692","Field Playing Catch-Up at Open as Barnes Sets Scoring Record",0
"26137","Ex-Soldier Gets Life Sentence for Iraq Murders",0
"16671","Gallup poll: Islamophobia prevalent in United States",0
"24207","Church Knows His Role After Talking With Manuel",0
"1994","19 Of The Most Totally Amazing Body-Shaming Clap Backs Of 2015",1
"27131","Amazon dips into memory hole to retrieve Orwellian works",0
"13183","Literally Just 25 Things That Happened At Walmart In 2015",1
"16754","Tibet Atrocities Dot Official China History",0
"16070","Senior Afghan General Dies in Helicopter Crash",0
"10458","Someone Made A Video Comparing The Indrani Mukerjea Case With Plot Points From ""Game Of Thrones""",1
"14944","18 Pointlessly Gendered Products That'll Destroy Your Faith In Humanity",1
"25436","UK's Labour government faces cabinet resignations, electoral defeat",0
"14563","Can You Spot Which Is The Real Simpsons Character",1
"18160","British Columbia teachers dropping the chalk and walking out",0
"30078","Pulled in 2 Directions, Markets Finally Break Loose",0
"1239","What's Your Favorite Halloween-Themed TV Episode",1
"3689","Tell Us All About Why You Waited To Have Sex",1
"6441","55 Delicious Desserts For People Who Hate Chocolate",1
"5987","Are You More Halsey Or Melanie Martinez",1
"19484","Rosa Parks dies at 92",0
"2327","What STD Are You",1
"23312","In Baseball, Slow Starts May Not Have Happy Endings",0
"16311","Brazil's Embraer plans to cut around 4,200 jobs",0
"24850","Three arrested in al-Qaeda bomb plot",0
"20840","Wyeth Posts a Flat Quarter, Beating Outlook",0
"21045","Oil in Alberta spill may be carcinogenic",0
"22800","Tornado jet crashes in Scotland",0
"24987","Apple to give free cases, refunds to iPhone 4 owners",0
"18031","A Whiff of Controversy and South African Wines",0
"27391","For British Rider, Being Realist Is a Sure Thing",0
"24704","GNU project releases new version of license to allow Wikimedia projects to switch to Creative Commons license",0
"21397","The Invisible Hand, Trumped by Darwin?",0
